product_name,brand,price,mrp,discount_percent,rating,review_count,processor,ram,storage,graphics,pixels,display_size,seller,availability,product_url,touchscreen,laptop_type
"Add to CompareLenovo LOQ 2025 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...4.452 Ratings&6 ReviewsIntel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayOffice Home 2024 + Lenovo AI Now1 Year Onsite Warranty₹1,78,990₹2,20,00018% offBank Offer",Add,"₹1,78,990",Not Available,18% off,Not Available,52 Ratings,Intel Core i7,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/lenovo-loq-2025-intel-core-i7-14th-gen-14700hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5060-15irx10-gaming-laptop/p/itmb91577b146ddb?pid=COMHEWAJ5HV38SB4&lid=LSTCOMHEWAJ5HV38SB44SRHSQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_714&otracker=search&fm=organic&iid=c0eded94-a564-4c1c-b982-9253b8653d01.COMHEWAJ5HV38SB4.SEARCH&ppt=None&ppn=None&ssid=o4bdzvi0g00000001788764474528&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareHP Pavilion Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3079TU Thin and Lig...4.31,685 Ratings&107 ReviewsIntel Core i5 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹85,499₹89,7054% offBank Offer",Add,"₹85,499",Not Available,4% off,Not Available,"1,685 Ratings",Intel Core i5,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/hp-pavilion-intel-core-i5-13th-gen-1340p-16-gb-512-gb-ssd-windows-11-home-15-eg3079tu-thin-light-laptop/p/itm4ae6958287d36?pid=COMGPYHAMPKQYPQB&lid=LSTCOMGPYHAMPKQYPQBYRIBH5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_715&otracker=search&fm=organic&iid=c0eded94-a564-4c1c-b982-9253b8653d01.COMGPYHAMPKQYPQB.SEARCH&ppt=None&ppn=None&ssid=o4bdzvi0g00000001788764474528&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareHP Victus 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...4.31,805 Ratings&125 ReviewsIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹86,991₹1,05,99017% offBank Offer",Add,"₹86,991",Not Available,17% off,Not Available,"1,805 Ratings",Intel Core i5,8 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/hp-victus-15-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-15-fa0070tx-gaming-laptop/p/itm08528d71de97a?pid=COMGGKKZHDJBZXJX&lid=LSTCOMGGKKZHDJBZXJXYQWQL5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_716&otracker=search&fm=organic&iid=c0eded94-a564-4c1c-b982-9253b8653d01.COMGGKKZHDJBZXJX.SEARCH&ppt=None&ppn=None&ssid=o4bdzvi0g00000001788764474528&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL Alienware 15 AMD Ryzen 5 14th Gen 220 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...AMD Ryzen 5 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD38.86 cm (15.3 inch) Display1 Year Onsite Service₹1,31,990₹1,59,33617% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹1,31,990","₹42,600",17% off,Not Available,Not Available,AMD Ryzen 5 14th,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,38.86 cm (15.3 inch),Not Available,In Stock,https://www.flipkart.com/dell-alienware-15-amd-ryzen-5-14th-gen-220-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-165-hz-can15265cto02mino-gaming-laptop/p/itma2a27c356865b?pid=COMHZ8TZQQZNZGNH&lid=LSTCOMHZ8TZQQZNZGNHMQNAK9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_717&otracker=search&fm=organic&iid=en_dIE5TNHiqNyaX52xnp2s__Gxz7cEKXRKvLlsJolwUOt8sNbXYUhtiwqSSRjE8sSHNcl3J0L0ZhwDfWPe3rq9kB87ZSEU5c7_fZNZg-LmLzKjaev2boY18cCrGQa0_fJs&ppt=None&ppn=None&ssid=o4bdzvi0g00000001788764474528&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL Alienware 15 AMD Ryzen 7 260 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...AMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD38.86 cm (15.3 inch) Display1 Year Onsite Service₹1,27,990₹1,62,95721% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹1,27,990","₹42,600",21% off,Not Available,Not Available,AMD Ryzen 7 260,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,38.86 cm (15.3 inch),Not Available,In Stock,https://www.flipkart.com/dell-alienware-15-amd-ryzen-7-260-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-165-hz-can15265cto03mino-gaming-laptop/p/itm6eee8325fa798?pid=COMHPH5FHSZMCPV4&lid=LSTCOMHPH5FHSZMCPV4YCI4BK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_718&otracker=search&fm=organic&iid=en_dIE5TNHiqNyaX52xnp2s__Gxz7cEKXRKvLlsJolwUOtSaC4FHk00iStivp_zLP99vnhfNRTLei3djvA_pLDsP3hW9GaCHzW47wZJQ3b0Ha0huBlyRoONCQ7ohthtFqTs&ppt=None&ppn=None&ssid=o4bdzvi0g00000001788764474528&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL Inspiron 15 Intel Core i5 1334U - (16 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop4.2100 Ratings&7 ReviewsIntel Core i5 Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty₹69,890₹69,906Bank Offer",Add,"₹69,890",Not Available,Not Available,Not Available,100 Ratings,Intel Core i5,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/dell-inspiron-15-intel-core-i5-1334u-16-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itmd9735b628eb7e?pid=COMH8EPFHZ6H2F6X&lid=LSTCOMH8EPFHZ6H2F6XJ5P1J9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_719&otracker=search&fm=organic&iid=c0eded94-a564-4c1c-b982-9253b8653d01.COMH8EPFHZ6H2F6X.SEARCH&ppt=None&ppn=None&ssid=o4bdzvi0g00000001788764474528&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareHP Professional Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Windows 11 Pro) 250 G10 Thin and Ligh...3.949 Ratings&8 ReviewsIntel Core i5 Processor (13th Gen)32 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayWindows 11 Pro, Microsoft Office 2021 Pro1-YEARS₹95,990₹99,9994% offBank Offer",Add,"₹95,990",Not Available,4% off,Not Available,49 Ratings,Intel Core i5,32 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/hp-professional-intel-core-i5-13th-gen-1334u-32-gb-512-gb-ssd-windows-11-pro-250-g10-thin-light-laptop/p/itm508f5c67d3f86?pid=COMHBXNYFATRHUAZ&lid=LSTCOMHBXNYFATRHUAZJ0GVD1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_720&otracker=search&fm=organic&iid=c0eded94-a564-4c1c-b982-9253b8653d01.COMHBXNYFATRHUAZ.SEARCH&ppt=None&ppn=None&ssid=o4bdzvi0g00000001788764474528&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL 14 Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core AI 5 340 - (16 GB/512 GB SSD/Windows 11 Home)...4.111 Ratings&1 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 | Dell Support Assist1 Year Onsite Hardware Service₹73,490₹92,83320% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹73,490","₹42,600",20% off,Not Available,11 Ratings,AMD Ryzen 5 Hexa,Not Available,512 GB SSD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/dell-14-microsoft-office-home-2024-amd-ryzen-5-hexa-core-ai-340-16-gb-512-gb-ssd-windows-11-home-db14255-thin-light-laptop/p/itm0ca95e9f348c1?pid=COMHDZXVH7TGHMJP&lid=LSTCOMHDZXVH7TGHMJPCZTBD3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_721&otracker=search&fm=organic&iid=en_-N5rodfOr1MXKFUsQ4EmImv0qdpnZOHqs3Og83k2rMYuqG2wRWiLI0sXrT_9kT_2utKaJ4GTFDwR2ZsS8o9QfuTdK7dngYr0-3oOAMK4Pa-tFgTty5WwS8eBHDHANJwB&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook 16 (2026) AI PC with Office 2024 + M365 Basic*, Copilot+ PC AMD Ryzen AI 7 Hexa Core 445...4.710 Ratings&2 ReviewsAMD Ryzen AI 7 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty₹92,990₹1,21,99023% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹92,990","₹42,600",23% off,Not Available,10 Ratings,M3,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,40.64 cm (16 inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-16-2026-ai-pc-office-2024-m365-basic-copilot-amd-ryzen-7-hexa-core-445-16-gb-512-gb-ssd-windows-11-home-m1607ga-mb029ws-thin-light-laptop/p/itm2d63dd66b4319?pid=COMHJJ2HJZYGBDHF&lid=LSTCOMHJJ2HJZYGBDHFLGYWOU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_722&otracker=search&fm=organic&iid=en_-N5rodfOr1MXKFUsQ4EmImv0qdpnZOHqs3Og83k2rMaYi-xGyXPCAYUoTvVqHj76p4qDCMKgPoRmiYWfkZWer1V2_eR0ubbjznQjUYiwIL6tFgTty5WwS8eBHDHANJwB&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareSamsung Galaxy Book3 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XFG-KA2IN ...4.31,019 Ratings&137 ReviewsIntel Core i5 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹67,989₹82,78917% offBank Offer",Add,"₹67,989",Not Available,17% off,Not Available,"1,019 Ratings",Intel Core i5,Not Available,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/samsung-galaxy-book3-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xfg-ka2in-thin-light-laptop/p/itm060a8fab083ca?pid=COMGN5FVAUKMHEZF&lid=LSTCOMGN5FVAUKMHEZF3FVW82&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_723&otracker=search&fm=organic&iid=9d9db0ed-b049-4aca-8be5-1751bfe13ecc.COMGN5FVAUKMHEZF.SEARCH&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareApple MacBook Air (M5, 2026) M5 - (24 GB/1 TB SSD/Tahoe) MDVU4HN/A4.889 Ratings&7 ReviewsApple M5 Processor24 GB Unified Memory RAMMac OS Operating System1 TB SSD38.86 cm (15.3 inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather1 Year Limited Warranty₹2,39,900Upto₹42,600Off on ExchangeBank Offer",Add,"₹2,39,900","₹42,600",Not Available,Not Available,89 Ratings,Not Available,Not Available,1 TB SSD,Not Available,Not Available,38.86 cm (15.3 inch),Not Available,In Stock,https://www.flipkart.com/apple-macbook-air-m5-2026-m5-24-gb-1-tb-ssd-tahoe-mdvu4hn-a/p/itm4a1e61b1c9541?pid=COMHZQX4GHMGY2AF&lid=LSTCOMHZQX4GHMGY2AF7EFTOZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_724&otracker=search&fm=organic&iid=9d9db0ed-b049-4aca-8be5-1751bfe13ecc.COMHZQX4GHMGY2AF.SEARCH&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL Microsoft Office 2024 (i5 14th Gen) Intel Core 5 - (16 GB/512 GB SSD/Windows 11 Home) DC14250 Thi...Intel Core 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service₹79,990₹80,086Bank Offer",Add,"₹79,990",Not Available,Not Available,Not Available,Not Available,Not Available,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,35.56 cm (14 inch),Not Available,In Stock,https://www.flipkart.com/dell-microsoft-office-2024-i5-14th-gen-intel-core-5-16-gb-512-gb-ssd-windows-11-home-dc14250-thin-light-laptop/p/itmfd5bc4b8e52af?pid=COMHK67CCCGMJADY&lid=LSTCOMHK67CCCGMJADYVKIBTB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_725&otracker=search&fm=organic&iid=9d9db0ed-b049-4aca-8be5-1751bfe13ecc.COMHK67CCCGMJADY.SEARCH&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL PRO 15 (2026) DDR5 5600Mhz (i3 14th Gen) Intel Core 3 14th Gen 100U - (8 GB/512 GB SSD/Windows 11...455 Ratings&6 ReviewsIntel Core 3 Processor (14th Gen)8 GB DDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year₹57,990₹69,90017% offBank Offer",Add,"₹57,990",Not Available,17% off,Not Available,55 Ratings,Not Available,8 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 inch),Not Available,In Stock,https://www.flipkart.com/dell-pro-15-2026-ddr5-5600mhz-i3-14th-gen-intel-core-3-gen-100u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itmf852e563992ae?pid=COMHK5AXGAYRHTHZ&lid=LSTCOMHK5AXGAYRHTHZXDG3JV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_726&otracker=search&fm=organic&iid=9d9db0ed-b049-4aca-8be5-1751bfe13ecc.COMHK5AXGAYRHTHZ.SEARCH&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL Alienware 15 AMD Ryzen 7 260 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...4.622 Ratings&4 ReviewsAMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD38.1 cm (15 inch) DisplayAlienware Comand center1 Year Onsite Service₹1,39,800₹1,80,15122% offBank Offer",Add,"₹1,39,800",Not Available,22% off,Not Available,22 Ratings,AMD Ryzen 7 260,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,38.1 cm (15 inch),Not Available,In Stock,https://www.flipkart.com/dell-alienware-15-amd-ryzen-7-260-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-165-hz-can15265cto04mino-gaming-laptop/p/itm032b809caeee3?pid=COMHZHMXZTGBMGFF&lid=LSTCOMHZHMXZTGBMGFFTCEXYL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_727&otracker=search&fm=organic&iid=en_-N5rodfOr1MXKFUsQ4EmImv0qdpnZOHqs3Og83k2rMY2iAi8t8bVt-GNkg4bBpYG0TWFF2kTJCJNjRk-APWuDp3PHPHxAP4lL_lkHvSZIW6tFgTty5WwS8eBHDHANJwB&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareMSI Venture A16 AI+ AMD Ryzen 7 Octa Core - (16 GB/1 TB SSD/Windows 11 Home) Venture A16 AI+ A3HMG-037...AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home & Student�20212 Year On-Site Warranty₹1,20,990₹1,29,9906% offBank Offer",Add,"₹1,20,990",Not Available,6% off,Not Available,Not Available,AMD Ryzen 7 Octa,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,40.64 cm (16 Inch),Not Available,In Stock,https://www.flipkart.com/msi-venture-a16-ai-amd-ryzen-7-octa-core-16-gb-1-tb-ssd-windows-11-home-a3hmg-037in-laptop/p/itm323005880de04?pid=COMHCRGWEWQWYFDV&lid=LSTCOMHCRGWEWQWYFDVIGE5DE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_728&otracker=search&fm=organic&iid=en_-N5rodfOr1MXKFUsQ4EmImv0qdpnZOHqs3Og83k2rMaJr1QreOLKB_COv31ziuNhJLkA5Ueppi4MHPWA84GTiZGM9GizpRgj6g9rfF-4XsKtFgTty5WwS8eBHDHANJwB&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareUltimus Pro New Intel Celeron Dual Core - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U7INC43BN-SL ...3.97 Ratings&1 ReviewsIntel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Home Operating System35.81 cm (14.1 Inch) DisplayPre Loaded Windows App1 Year Warranty and Only 6 Months Warranty on Battery and Adaptor₹19,990₹24,99020% offUpto₹15,450Off on ExchangeBank Offer",Add,"₹19,990","₹15,450",20% off,Not Available,7 Ratings,Not Available,4 GB DDR4 RAM,Not Available,Not Available,Not Available,35.81 cm (14.1 Inch),Not Available,In Stock,https://www.flipkart.com/ultimus-pro-new-intel-celeron-dual-core-4-gb-128-gb-emmc-storage-windows-11-home-nu14u7inc43bn-sl-laptop/p/itmf10e0e6ff5cbd?pid=COMHCRGZ6EJZEGPR&lid=LSTCOMHCRGZ6EJZEGPRK17TZR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_729&otracker=search&fm=organic&iid=9d9db0ed-b049-4aca-8be5-1751bfe13ecc.COMHCRGZ6EJZEGPR.SEARCH&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS ExpertBook P1 (i7 14th Gen) with 1 Yr ADP Intel Core 7 240H - (32 GB/512 GB SSD/Windows 11 Home) ...4.4143 Ratings&19 ReviewsIntel Core 7 Processor32 GB DDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Limited Warranty₹1,18,990₹1,29,9908% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹1,18,990","₹42,600",8% off,Not Available,143 Ratings,Not Available,32 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/asus-expertbook-p1-i7-14th-gen-1-yr-adp-intel-core-7-240h-32-gb-512-gb-ssd-windows-11-home-p1503cva-s72090ws-laptop/p/itme1d9d1bfe0827?pid=COMHGYAFTTMVDVPT&lid=LSTCOMHGYAFTTMVDVPTWI28V0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_730&otracker=search&fm=organic&iid=9d9db0ed-b049-4aca-8be5-1751bfe13ecc.COMHGYAFTTMVDVPT.SEARCH&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareHP Victus AI AMD Ryzen 7 Octa Core 260 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...4.5746 Ratings&77 ReviewsAMD Ryzen 7 Octa Core Processor24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty₹1,26,014Upto₹42,600Off on ExchangeBank Offer",Add,"₹1,26,014","₹42,600",Not Available,Not Available,746 Ratings,AMD Ryzen 7 Octa,24 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/hp-victus-ai-amd-ryzen-7-octa-core-260-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-15-fb3185ax-gaming-laptop/p/itm08bbf58218363?pid=COMHDZVEE22P67WR&lid=LSTCOMHDZVEE22P67WR32U1SH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_731&otracker=search&fm=organic&iid=en_-N5rodfOr1MXKFUsQ4EmImv0qdpnZOHqs3Og83k2rMawQwMYVLXKQiHDMTxsW301roI1WLqXPTumTKhVggkdaeQN9h-Nc7CiOFCEK-hZSPOtFgTty5WwS8eBHDHANJwB&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS TUF Gaming A16 (2026) with Office 2024 + M365 Basic AMD Ryzen 7 260 - (16 GB/1 TB SSD/Windows 11 ...4.749 Ratings&10 ReviewsAMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 30 days free trial1 Year Onsite Service₹1,39,990₹2,98,99053% offLowest price since launchUpto₹42,600Off on Exchange",Add,"₹1,39,990","₹42,600",53% off,Not Available,49 Ratings,M3,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,40.64 cm (16 inch),Not Available,In Stock,https://www.flipkart.com/asus-tuf-gaming-a16-2026-office-2024-m365-basic-amd-ryzen-7-260-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-165-hz-fa608uh-rv112ws-laptop/p/itma83335dd66da5?pid=COMHMARKAYGY6HVV&lid=LSTCOMHMARKAYGY6HVVY9ZSNO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_732&otracker=search&fm=organic&iid=en_-N5rodfOr1MXKFUsQ4EmImv0qdpnZOHqs3Og83k2rMZOEeoDJsfdk_dNWPddpQ8rmAzOLwBmebM22luMq9TmSZ9rnhWreQ6xGAt-mhO2nqytFgTty5WwS8eBHDHANJwB&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Gaming
"Add to CompareLenovo V 15 (2025) Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Lig...3.763 Ratings&5 ReviewsIntel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Accidentaly Damage Protection + Onsite₹78,999₹85,0007% offBank Offer",Add,"₹78,999",Not Available,7% off,Not Available,63 Ratings,Intel Core i5,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/lenovo-v-15-2025-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm8a5bab8986d9b?pid=COMH9XX33GMPCGVT&lid=LSTCOMH9XX33GMPCGVTPVQMTP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_733&otracker=search&fm=organic&iid=9d9db0ed-b049-4aca-8be5-1751bfe13ecc.COMH9XX33GMPCGVT.SEARCH&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareSamsung Galaxy Book3 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XFG-KA3IN ...4.4746 Ratings&88 ReviewsIntel Core i7 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹79,990₹1,20,99033% offBank Offer",Add,"₹79,990",Not Available,33% off,Not Available,746 Ratings,Intel Core i7,Not Available,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/samsung-galaxy-book3-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-np750xfg-ka3in-thin-light-laptop/p/itm060a8fab083ca?pid=COMGN5FVHUGHFBQS&lid=LSTCOMGN5FVHUGHFBQS2BXVSQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_734&otracker=search&fm=organic&iid=9d9db0ed-b049-4aca-8be5-1751bfe13ecc.COMGN5FVHUGHFBQS.SEARCH&ppt=None&ppn=None&ssid=gufqfjp59c0000001788764495200&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
