product_name,brand,price,mrp,discount_percent,rating,review_count,processor,ram,storage,graphics,pixels,display_size,seller,availability,product_url,touchscreen,laptop_type
"Add to CompareHP Victus AI AMD Ryzen 7 Octa Core 260 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...4.5746 Ratings&77 ReviewsAMD Ryzen 7 Octa Core Processor24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty₹1,26,014Upto₹42,600Off on ExchangeBank Offer",Add,"₹1,26,014","₹42,600",Not Available,Not Available,746 Ratings,AMD Ryzen 7 Octa,24 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/hp-victus-ai-amd-ryzen-7-octa-core-260-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-15-fb3185ax-gaming-laptop/p/itm08bbf58218363?pid=COMHDZVEE22P67WR&lid=LSTCOMHDZVEE22P67WR32U1SH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en__SycWWJzJMJqxSFg7QxtlE_bHPWpe03Z2P7nNA7YOnnCsc_u70M0UzrsnxVAPgDyroI1WLqXPTumTKhVggkdaR9V8KBdVvtp6YPrxkwfr1ZzWt2AFTPjGpnweh3zi-At&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS TUF Gaming A16 (2026) with Office 2024 + M365 Basic AMD Ryzen 7 260 - (16 GB/1 TB SSD/Windows 11 ...4.749 Ratings&10 ReviewsAMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 30 days free trial1 Year Onsite Service₹1,39,990₹2,98,99053% offLowest price since launchUpto₹42,600Off on Exchange",Add,"₹1,39,990","₹42,600",53% off,Not Available,49 Ratings,M3,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,40.64 cm (16 inch),Not Available,In Stock,https://www.flipkart.com/asus-tuf-gaming-a16-2026-office-2024-m365-basic-amd-ryzen-7-260-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-165-hz-fa608uh-rv112ws-laptop/p/itma83335dd66da5?pid=COMHMARKAYGY6HVV&lid=LSTCOMHMARKAYGY6HVVY9ZSNO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_2&otracker=search&fm=organic&iid=en__SycWWJzJMJqxSFg7QxtlE_bHPWpe03Z2P7nNA7YOnloanHWiISAb7IJ2LDZwgwWmAzOLwBmebM22luMq9TmSc_KC8D4f5o_lvrDAWNxunhzWt2AFTPjGpnweh3zi-At&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Gaming
"Add to CompareLenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (4 GB/32 GB EMMC Storage/Chrome OS) 100e Chromebo...43,383 Ratings&310 ReviewsMediaTek Kompanio 520 Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 Inch) Display1 Year Carry-in Warranty₹20,100₹26,50024% offOnly 3 leftBank Offer",Add,"₹20,100",Not Available,24% off,Not Available,"3,383 Ratings",Not Available,Not Available,Not Available,Not Available,Not Available,29.46 cm (11.6 Inch),Not Available,In Stock,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-520-4-gb-32-gb-emmc-storage-chrome-os/p/itm041aea27f1885?pid=COMHA9FK8YXVUUWA&lid=LSTCOMHA9FK8YXVUUWAMUOF4G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_3&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMHA9FK8YXVUUWA.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Chromebook CX15 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CTA-S7025...4.1234 Ratings&37 ReviewsIntel Celeron Dual Core Processor4 GB LPDDR5 RAMChrome Operating System39.62 cm (15.6 inch) DisplayMyASUS1 Year Onsite Warranty₹24,990Upto₹19,900Off on ExchangeBank Offer",Add,"₹24,990","₹19,900",Not Available,Not Available,234 Ratings,Not Available,Not Available,Not Available,Not Available,Not Available,39.62 cm (15.6 inch),Not Available,In Stock,https://www.flipkart.com/asus-chromebook-cx15-intel-celeron-dual-core-n50-4-gb-64-gb-emmc-storage-chrome-os-cx1505cta-s70256-laptop/p/itm987fe58d63593?pid=COMHKQA3FFDKKNHZ&lid=LSTCOMHKQA3FFDKKNHZT4TS4R&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_4&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMHKQA3FFDKKNHZ.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareAcer Aspire Lite AMD Ryzen 3 Quad Core 5400U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...4.11,651 Ratings&144 ReviewsAMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty₹46,990₹49,9906% offBank Offer",Add,"₹46,990",Not Available,6% off,Not Available,"1,651 Ratings",AMD Ryzen 3 Quad,8 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5400u-8-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSM9V7V38F&lid=LSTCOMH2TPSM9V7V38FUK0ITB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_5&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMH2TPSM9V7V38F.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL 14 Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core AI 5 340 - (16 GB/512 GB SSD/Windows 11 Home)...4.111 Ratings&1 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 | Dell Support Assist1 Year Onsite Hardware Service₹73,490₹92,83320% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹73,490","₹42,600",20% off,Not Available,11 Ratings,AMD Ryzen 5 Hexa,Not Available,512 GB SSD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/dell-14-microsoft-office-home-2024-amd-ryzen-5-hexa-core-ai-340-16-gb-512-gb-ssd-windows-11-home-db14255-thin-light-laptop/p/itm0ca95e9f348c1?pid=COMHDZXVH7TGHMJP&lid=LSTCOMHDZXVH7TGHMJPCZTBD3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_6&otracker=search&fm=organic&iid=en__SycWWJzJMJqxSFg7QxtlE_bHPWpe03Z2P7nNA7YOnlihSMsSP2dHIuDL2-qL0StanSXWhlG8qA9OnB7aJTbM2M6zsBVU6FTn0hyWprRxS2TVdXFSjJzb-DyrCVNgxL9&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareNeopticon Ebook Intel Celeron Dual Core - (4 GB/128 GB SSD/128 GB EMMC Storage/Windows 11 Home) BBEN40...3.316 Ratings&0 ReviewsIntel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Home Operating System128 GB SSD29.46 cm (11.6 Inch) Touchscreen Display1 Year Onsite Warranty₹13,999₹24,99043% offOnly 3 leftBank Offer",Add,"₹13,999",Not Available,43% off,Not Available,16 Ratings,Not Available,4 GB DDR4 RAM,128 GB SSD,Not Available,Not Available,29.46 cm (11.6 Inch),Not Available,In Stock,https://www.flipkart.com/neopticon-ebook-intel-celeron-dual-core-4-gb-128-gb-ssd-128-emmc-storage-windows-11-home-bben40412811-notebook/p/itm6c14bc3bfdbb2?pid=COMHG8YXDU3JQ8GG&lid=LSTCOMHG8YXDU3JQ8GGFWEOTS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_7&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMHG8YXDU3JQ8GG.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS ROG Zephyrus G16 OLED (2026) Intel Core Ultra 9 386H - (32 GB/2 TB SSD/Windows 11 Home/12 GB Grap...Intel Core Ultra 9 Processor32 GB LPDDR5X RAMWindows 11 Home Operating System2 TB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 1 year, Xbox Game Pass for 2 months1 Year Onsite Service₹4,89,990₹5,93,99017% offOnly 5 leftUpto₹42,600Off on Exchange",Add,"₹4,89,990","₹42,600",17% off,Not Available,Not Available,Not Available,Not Available,2 TB SSD,Not Available,Not Available,40.64 cm (16 inch),Not Available,In Stock,https://www.flipkart.com/asus-rog-zephyrus-g16-oled-2026-intel-core-ultra-9-386h-32-gb-2-tb-ssd-windows-11-home-12-gb-graphics-nvidia-geforce-rtx-5070-ti-240-hz-gu606ar-tb039ws-gaming-laptop/p/itmdee0c1001d6a1?pid=COMHNHH8FBHVAY2N&lid=LSTCOMHNHH8FBHVAY2NVLQNF7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_8&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMHNHH8FBHVAY2N.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Gaming
"Add to CompareASUS Vivobook 15 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windo...4.31,419 Ratings&118 ReviewsIntel Core i3 Processor (13th Gen)8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty₹44,990₹75,99040% offOnly 2 leftUpto₹31,950Off on Exchange",Add,"₹44,990","₹31,950",40% off,Not Available,"1,419 Ratings",M3,8 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-15-2025-office-2024-m365-basic-intel-core-i3-13th-gen-8-gb-512-gb-ssd-windows-11-home-x1504va-d5321ws-thin-light-laptop/p/itma044347a6922b?pid=COMHGWQY66YNGVFK&lid=LSTCOMHGWQY66YNGVFKYKVYYT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_9&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMHGWQY66YNGVFK.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareAcer One 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) A114-43 Thin and Light Lap...4637 Ratings&74 ReviewsAMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year International Travelers Warranty (ITW)₹39,990₹51,99923% offLowest price since launchOnly few left",Add,"₹39,990",Not Available,23% off,Not Available,637 Ratings,AMD Ryzen 3 Quad,Not Available,256 GB SSD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/acer-one-14-amd-ryzen-3-quad-core-7320u-8-gb-256-gb-ssd-windows-11-home-a114-43-thin-light-laptop/p/itm283f44123aab0?pid=COMGFHMJFHEDTDD4&lid=LSTCOMGFHMJFHEDTDD4MVBYII&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_10&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMGFHMJFHEDTDD4.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook 16 (2026) AI PC with Office 2024 + M365 Basic*, Copilot+ PC AMD Ryzen AI 7 Hexa Core 445...4.710 Ratings&2 ReviewsAMD Ryzen AI 7 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty₹92,990₹1,21,99023% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹92,990","₹42,600",23% off,Not Available,10 Ratings,M3,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,40.64 cm (16 inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-16-2026-ai-pc-office-2024-m365-basic-copilot-amd-ryzen-7-hexa-core-445-16-gb-512-gb-ssd-windows-11-home-m1607ga-mb029ws-thin-light-laptop/p/itm2d63dd66b4319?pid=COMHJJ2HJZYGBDHF&lid=LSTCOMHJJ2HJZYGBDHFLGYWOU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_11&otracker=search&fm=organic&iid=en__SycWWJzJMJqxSFg7QxtlE_bHPWpe03Z2P7nNA7YOnnJRfPxN8zST80_ShhJq0UrTSoKhU7szYBJwzKPW7RDWa34h-2MmLPwpvjHodADNhGTVdXFSjJzb-DyrCVNgxL9&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL Alienware 15 AMD Ryzen 7 260 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...4.622 Ratings&4 ReviewsAMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD38.1 cm (15 inch) DisplayAlienware Comand center1 Year Onsite Service₹1,39,800₹1,80,15122% offBank Offer",Add,"₹1,39,800",Not Available,22% off,Not Available,22 Ratings,AMD Ryzen 7 260,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,38.1 cm (15 inch),Not Available,In Stock,https://www.flipkart.com/dell-alienware-15-amd-ryzen-7-260-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-165-hz-can15265cto04mino-gaming-laptop/p/itm032b809caeee3?pid=COMHZHMXZTGBMGFF&lid=LSTCOMHZHMXZTGBMGFFTCEXYL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_12&otracker=search&fm=organic&iid=en__SycWWJzJMJqxSFg7QxtlE_bHPWpe03Z2P7nNA7YOnl0P-YhMqFvCA0oih9MIoMR6XQZEfYhrrXf6mlQIhyLPB7qQTqHNs5BV3LT9LQ44HGTVdXFSjJzb-DyrCVNgxL9&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook 14 (2026) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-EB192...4.1189 Ratings&11 ReviewsIntel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 1 year1 Year Onsite Service₹49,990₹69,99028% offOnly 1 leftBank Offer",Add,"₹49,990",Not Available,28% off,Not Available,189 Ratings,Intel Core i3,8 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,35.56 cm (14 inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-14-2026-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1404va-eb1923ws-thin-light-laptop/p/itm08430baeb376a?pid=COMHPCN8FZ9UBEMX&lid=LSTCOMHPCN8FZ9UBEMXOQNIZH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_13&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMHPCN8FZ9UBEMX.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to ComparePrimebook Wifi (2026 Model) MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Ligh...4.23,405 Ratings&873 ReviewsMediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty₹17,490₹24,99030% offOnly few leftBank Offer",Add,"₹17,490",Not Available,30% off,Not Available,"3,405 Ratings",Not Available,Not Available,Not Available,Not Available,Not Available,29.46 cm (11.6 Inch),Not Available,In Stock,https://www.flipkart.com/primebook-wifi-2026-model-mediatek-mt8183-4-gb-64-gb-emmc-storage-prime-os-pb-thin-light-laptop/p/itmfd14d0fbf7736?pid=COMGT846VD2DQBG4&lid=LSTCOMGT846VD2DQBG4VPIAOU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_14&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMGT846VD2DQBG4.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS ExpertBook P1 (i7 14th Gen) with 1 Yr ADP Intel Core 7 240H - (32 GB/512 GB SSD/Windows 11 Home) ...4.459 Ratings&9 ReviewsIntel Core 7 Processor32 GB DDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Limited Warranty₹99,890₹1,29,99023% offBank Offer",Add,"₹99,890",Not Available,23% off,Not Available,59 Ratings,Not Available,32 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/asus-expertbook-p1-i7-14th-gen-1-yr-adp-intel-core-7-240h-32-gb-512-gb-ssd-windows-11-home-p1403cva-s61493ws-laptop/p/itm155fbf2a1d91c?pid=COMHGYAFJ4ZM8ZHQ&lid=LSTCOMHGYAFJ4ZM8ZHQHGZKXU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_15&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMHGYAFJ4ZM8ZHQ.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to ComparePrimebook 2 Pro (2026) in-Built AI MediaTek Helio G99 (MT8781) - (8 GB/128 GB/Android 15) PBG9914128#4...4.31,832 Ratings&644 ReviewsMediaTek Helio G99 (MT8781) Processor8 GB LPDDR4X RAM64 bit Android Operating System35.81 cm (14.1 Inch) Display1 Year Onsite Warranty₹28,990₹39,99027% offOnly few leftBank Offer",Add,"₹28,990",Not Available,27% off,Not Available,"1,832 Ratings",Not Available,Not Available,Not Available,Not Available,Not Available,35.81 cm (14.1 Inch),Not Available,In Stock,https://www.flipkart.com/primebook-2-pro-2026-in-built-ai-mediatek-helio-g99-mt8781-8-gb-128-gb-android-15-pbg9914128-4278c-laptop/p/itmdbf8db6a6f79a?pid=COMHDGD5FH6NZPHD&lid=LSTCOMHDGD5FH6NZPHD567UTY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_16&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMHDGD5FH6NZPHD.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareMSI Venture A16 AI+ AMD Ryzen 7 Octa Core - (16 GB/1 TB SSD/Windows 11 Home) Venture A16 AI+ A3HMG-037...AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home & Student�20212 Year On-Site Warranty₹1,20,990₹1,29,9906% offBank Offer",Add,"₹1,20,990",Not Available,6% off,Not Available,Not Available,AMD Ryzen 7 Octa,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,40.64 cm (16 Inch),Not Available,In Stock,https://www.flipkart.com/msi-venture-a16-ai-amd-ryzen-7-octa-core-16-gb-1-tb-ssd-windows-11-home-a3hmg-037in-laptop/p/itm323005880de04?pid=COMHCRGWEWQWYFDV&lid=LSTCOMHCRGWEWQWYFDVIGE5DE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_17&otracker=search&fm=organic&iid=en__SycWWJzJMJqxSFg7QxtlE_bHPWpe03Z2P7nNA7YOnkxEvQi3NBhzNeZlfkgz5DeeXioxAHTcfWPTVdEfADtuw3PS4OdZr7TA3ZcQLSK7GGTVdXFSjJzb-DyrCVNgxL9&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook S14 (2026) with Office 2024 + M365 Basic*, AI PC NPU up to 16TOPS AMD Ryzen 7 260 - (16 ...4.312 Ratings&3 ReviewsAMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 1 year1 Year Onsite Service₹89,990₹1,14,99021% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹89,990","₹42,600",21% off,Not Available,12 Ratings,M3,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,35.56 cm (14 inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-s14-2026-office-2024-m365-basic-ai-pc-npu-up-16tops-amd-ryzen-7-260-16-gb-1-tb-ssd-windows-11-home-m3407ha-ly750ws-thin-light-laptop/p/itm5cc55ffa26330?pid=COMHMAZ8PKKS5WHM&lid=LSTCOMHMAZ8PKKS5WHMNXQWQI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_18&otracker=search&fm=organic&iid=en__SycWWJzJMJqxSFg7QxtlE_bHPWpe03Z2P7nNA7YOnnmpI3lrwS7Nd5Mrmvh_WsKygH80xJcELzqbxdOIz8ulhgiw8G7Io8B0NH4ECyxxYGTVdXFSjJzb-DyrCVNgxL9&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareAcer Aspire 3 (i3 14th Gen) Intel Core 3 100U - (8 GB/256 GB SSD/Windows 11 Home) A324-53 Notebook4.3255 Ratings&31 ReviewsIntel Core 3 Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System256 GB SSD35.56 cm (14 inch) DisplayMSO1 Year Onsite Service₹47,990₹62,99023% offUpto₹34,500Off on ExchangeBank Offer",Add,"₹47,990","₹34,500",23% off,Not Available,255 Ratings,Not Available,8 GB DDR4 RAM,256 GB SSD,Not Available,Not Available,35.56 cm (14 inch),Not Available,In Stock,https://www.flipkart.com/acer-aspire-3-i3-14th-gen-intel-core-100u-8-gb-256-gb-ssd-windows-11-home-a324-53-notebook/p/itm1fc4a7fe21644?pid=COMHMPEEZFDGBAPZ&lid=LSTCOMHMPEEZFDGBAPZC9BP7D&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_19&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMHMPEEZFDGBAPZ.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...4.31,922 Ratings&155 ReviewsIntel Core 5 Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty₹87,900₹88,9901% offOnly 1 leftBank Offer",Add,"₹87,900",Not Available,1% off,Not Available,"1,922 Ratings",M3,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-15-2025-i5-14th-gen-mso-2024-m365-basic-backlit-keyboard-intel-core-5-120u-16-gb-512-gb-ssd-windows-11-home-x1504vap-nj2864ws-x1504vap-bq542ws-x1504vap-bq1542ws-thin-light-laptop/p/itmdcd6c59b37b94?pid=COMHDG7C2U4CAHFC&lid=LSTCOMHDG7C2U4CAHFC1MOYKN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_20&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMHDG7C2U4CAHFC.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook 16 (2026) AI PC with Office 2024 + M365 Basic*, Copilot+ PC AMD Ryzen AI 7 Hexa Core 445...4.710 Ratings&2 ReviewsAMD Ryzen AI 7 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty₹92,990₹1,26,99026% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹92,990","₹42,600",26% off,Not Available,10 Ratings,M3,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,40.64 cm (16 inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-16-2026-ai-pc-office-2024-m365-basic-copilot-amd-ryzen-7-hexa-core-445-16-gb-512-gb-ssd-windows-11-home-m1607ga-mb030ws-thin-light-laptop/p/itmd56383b013987?pid=COMHJJ2HCUTYXY36&lid=LSTCOMHJJ2HCUTYXY36T0THPD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_21&otracker=search&fm=organic&iid=en__SycWWJzJMJqxSFg7QxtlE_bHPWpe03Z2P7nNA7YOnngBvQEILlCDjfmu2vn8sX2fO0sFAZlV_5zcImdsH3IYuqzNQSAuBx1fuMeJFRufPmTVdXFSjJzb-DyrCVNgxL9&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
