product_name,brand,price,mrp,discount_percent,rating,review_count,processor,ram,storage,graphics,pixels,display_size,seller,availability,product_url,touchscreen,laptop_type,search_term
"Add to CompareHP 14s Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) 14s- dq3032tu Thin and Light ...3.8555 Ratings&51 ReviewsIntel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year onsite warranty₹52,990₹53,9991% offBank Offer",Add,"₹52,990",Not Available,1% off,Not Available,555 Ratings,Not Available,8 GB DDR4 RAM,256 GB SSD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/hp-14s-intel-celeron-dual-core-n4500-8-gb-256-gb-ssd-windows-11-home-14s-dq3032tu-thin-light-laptop/p/itmb3102840e38cc?pid=COMGAX8ECYVNE5NH&lid=LSTCOMGAX8ECYVNE5NH7MLEJ3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_890&otracker=search&fm=organic&iid=e4b52cbd-6622-4f0c-9387-4cf4daf9d221.COMGAX8ECYVNE5NH.SEARCH&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareDELL 14 Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core AI 5 340 - (16 GB/512 GB SSD/Windows 11 Home)...4.111 Ratings&1 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 | Dell Support Assist1 Year Onsite Hardware Service₹73,490₹92,83320% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹73,490","₹42,600",20% off,Not Available,11 Ratings,AMD Ryzen 5 Hexa,Not Available,512 GB SSD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/dell-14-microsoft-office-home-2024-amd-ryzen-5-hexa-core-ai-340-16-gb-512-gb-ssd-windows-11-home-db14255-thin-light-laptop/p/itm0ca95e9f348c1?pid=COMHDZXVH7TGHMJP&lid=LSTCOMHDZXVH7TGHMJPCZTBD3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_891&otracker=search&fm=organic&iid=en_WYdhXjxZ6XvM1TsbgVfyDn2KvgETzBt8HO6nq9eHSxIKmyq0KjeH57MtMZEM8jqgutKaJ4GTFDwR2ZsS8o9QfuTdK7dngYr0-3oOAMK4Pa_hFZR3Wu5QfDZfnm0Mkj68&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (32 GB/1 TB SSD/Windows 11 Home) B9406CAA...4.932 Ratings&7 ReviewsIntel Core Ultra X7 Processor32 GB LPDDR5X RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic3 Years Onsite Service₹2,72,990₹4,49,99039% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹2,72,990","₹42,600",39% off,Not Available,32 Ratings,Not Available,Not Available,1 TB SSD,Not Available,Not Available,35.56 cm (14 inch),Not Available,In Stock,https://www.flipkart.com/asus-expertbook-ultra-copilot-pc-intel-core-x7-358h-32-gb-1-tb-ssd-windows-11-home-b9406caa-th1205ws-thin-light-laptop/p/itm8f6006a76d8bf?pid=COMHM9URJR7BV3HY&lid=LSTCOMHM9URJR7BV3HYEBIZAD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_892&otracker=search&fm=organic&iid=en_WYdhXjxZ6XvM1TsbgVfyDn2KvgETzBt8HO6nq9eHSxIb35huSQBrsklxm-DfF1B4cYIf4lzMPYf9twr6sSt02s50ArVTxi4Y7vLdGveaXYkk378dACgAssOteMtuu4p-&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareMSI Katana GF66 Intel Core i7 12th Gen 12650H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...4.433 Ratings&6 ReviewsIntel Core i7 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty₹1,07,990Upto₹42,600Off on ExchangeBank Offer",Add,"₹1,07,990","₹42,600",Not Available,Not Available,33 Ratings,Intel Core i7,8 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/msi-katana-gf66-intel-core-i7-12th-gen-12650h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-12uc-880in-gaming-laptop/p/itmc06b80d60da57?pid=COMGMV6VHN2GFBYB&lid=LSTCOMGMV6VHN2GFBYBVZCPT8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_893&otracker=search&fm=organic&iid=e4b52cbd-6622-4f0c-9387-4cf4daf9d221.COMGMV6VHN2GFBYB.SEARCH&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareMSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...4.44,797 Ratings&556 ReviewsAMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty₹61,990Upto₹42,600Off on ExchangeBank Offer",Add,"₹61,990","₹42,600",Not Available,Not Available,"4,797 Ratings",AMD Ryzen 5 Hexa,8 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/msi-modern-14-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-c7m-063in-thin-light-laptop/p/itm8820edd8b6c55?pid=COMGMV6VHGPAGP55&lid=LSTCOMGMV6VHGPAGP553JIQX6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_894&otracker=search&fm=organic&iid=e4b52cbd-6622-4f0c-9387-4cf4daf9d221.COMGMV6VHGPAGP55.SEARCH&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareMICROSOFT Surface Pro 9 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) QEZ-00048 Thi...3.26 Ratings&1 ReviewsIntel Core i5 Processor (12th Gen)8 GB LPDDR5 RAMWindows 11 Operating System256 GB SSD33.02 cm (13 Inch) Touchscreen Display1 Year Carry-in Warranty₹1,16,999Upto₹42,600Off on ExchangeBank Offer",Add,"₹1,16,999","₹42,600",Not Available,Not Available,6 Ratings,Intel Core i5,Not Available,256 GB SSD,Not Available,Not Available,33.02 cm (13 Inch),Not Available,In Stock,https://www.flipkart.com/microsoft-surface-pro-9-intel-core-i5-12th-gen-1235u-8-gb-256-gb-ssd-windows-11-home-qez-00048-thin-light-laptop/p/itmb127b990aa2bf?pid=COMGTGAN8Y3WBHFG&lid=LSTCOMGTGAN8Y3WBHFGGGKCDW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_895&otracker=search&fm=organic&iid=e4b52cbd-6622-4f0c-9387-4cf4daf9d221.COMGTGAN8Y3WBHFG.SEARCH&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1400CKA-EK0335 ...3.8229 Ratings&23 ReviewsIntel Celeron Dual Core Processor4 GB LPDDR4X RAMChrome Operating System35.56 cm (14 Inch) Display1 Year Onsite Warranty₹41,999₹43,9994% offBank Offer",Add,"₹41,999",Not Available,4% off,Not Available,229 Ratings,Not Available,Not Available,Not Available,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-4-gb-128-gb-emmc-storage-chrome-os-cx1400cka-ek0335/p/itm3cc0cadd59faf?pid=COMGSHM3BXJDWZHF&lid=LSTCOMGSHM3BXJDWZHF8Y0J2Z&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_896&otracker=search&fm=organic&iid=e4b52cbd-6622-4f0c-9387-4cf4daf9d221.COMGSHM3BXJDWZHF.SEARCH&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareHP Victus AI AMD Ryzen 7 Octa Core 260 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...4.5746 Ratings&77 ReviewsAMD Ryzen 7 Octa Core Processor24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty₹1,26,014Upto₹42,600Off on ExchangeBank Offer",Add,"₹1,26,014","₹42,600",Not Available,Not Available,746 Ratings,AMD Ryzen 7 Octa,24 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/hp-victus-ai-amd-ryzen-7-octa-core-260-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-15-fb3185ax-gaming-laptop/p/itm08bbf58218363?pid=COMHDZVEE22P67WR&lid=LSTCOMHDZVEE22P67WR32U1SH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_897&otracker=search&fm=organic&iid=en_WYdhXjxZ6XvM1TsbgVfyDn2KvgETzBt8HO6nq9eHSxL5qOmR8cVvY8CdWM_FQUpKFdph0AO7ov6vWMF_5_oCIKCNkpkViFfpwlaDJCmJa-3hFZR3Wu5QfDZfnm0Mkj68&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareDELL Alienware 15 AMD Ryzen 7 260 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...4.622 Ratings&4 ReviewsAMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD38.1 cm (15 inch) DisplayAlienware Comand center1 Year Onsite Service₹1,39,800₹1,80,15122% offBank Offer",Add,"₹1,39,800",Not Available,22% off,Not Available,22 Ratings,AMD Ryzen 7 260,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,38.1 cm (15 inch),Not Available,In Stock,https://www.flipkart.com/dell-alienware-15-amd-ryzen-7-260-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-165-hz-can15265cto04mino-gaming-laptop/p/itm032b809caeee3?pid=COMHZHMXZTGBMGFF&lid=LSTCOMHZHMXZTGBMGFFTCEXYL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_898&otracker=search&fm=organic&iid=en_WYdhXjxZ6XvM1TsbgVfyDn2KvgETzBt8HO6nq9eHSxI_tI11m1csazIVX3M9F8Ks0TWFF2kTJCJNjRk-APWuDpGM9GizpRgj6g9rfF-4XsLhFZR3Wu5QfDZfnm0Mkj68&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Currently unavailableAdd to CompareASUS Vivobook S14 Flip (2025) with Touch Screen, Metallic Design, Intel Core i5 13th Gen 13420H - (16 ...4.41,232 Ratings&126 ReviewsIntel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty₹75,990₹86,99012% offBank Offer",Currently,"₹75,990",Not Available,12% off,Not Available,"1,232 Ratings",Intel Core i5,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-s14-flip-2025-touch-screen-metallic-design-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-tp3402vao-lz612ws-2-1-laptop/p/itme494b3629a714?pid=COMH9SJ9VAJ7ZD99&lid=LSTCOMH9SJ9VAJ7ZD99CONO7M&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_899&otracker=search&fm=organic&iid=e4b52cbd-6622-4f0c-9387-4cf4daf9d221.COMH9SJ9VAJ7ZD99.SEARCH&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareAvita Liber Intel Core i5 7th Gen 7Y54 - (8 GB/256 GB SSD/Windows 10 Home) NS13A1IN007P Thin and Light...4.2106 Ratings&24 ReviewsIntel Core i5 Processor (7th Gen)8 GB DDR3 RAM64 bit Windows 10 Operating System256 GB SSD33.78 cm (13.3 Inch) Display18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)₹60,990Upto₹42,600Off on ExchangeBank Offer",Add,"₹60,990","₹42,600",Not Available,Not Available,106 Ratings,Intel Core i5,8 GB DDR3 RAM,256 GB SSD,Not Available,Not Available,33.78 cm (13.3 Inch),Not Available,In Stock,https://www.flipkart.com/avita-liber-intel-core-i5-7th-gen-7y54-8-gb-256-gb-ssd-windows-10-home-ns13a1in007p-thin-light-laptop/p/itmd1ea633831d67?pid=COMFCUPMJBUYF9WS&lid=LSTCOMFCUPMJBUYF9WSPAI5QU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_900&otracker=search&fm=organic&iid=e4b52cbd-6622-4f0c-9387-4cf4daf9d221.COMFCUPMJBUYF9WS.SEARCH&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareASUS Vivobook 16 (2026) AI PC with Office 2024 + M365 Basic*, Copilot+ PC AMD Ryzen AI 7 Hexa Core 445...4.710 Ratings&2 ReviewsAMD Ryzen AI 7 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty₹92,990₹1,21,99023% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹92,990","₹42,600",23% off,Not Available,10 Ratings,M3,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,40.64 cm (16 inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-16-2026-ai-pc-office-2024-m365-basic-copilot-amd-ryzen-7-hexa-core-445-16-gb-512-gb-ssd-windows-11-home-m1607ga-mb029ws-thin-light-laptop/p/itm2d63dd66b4319?pid=COMHJJ2HJZYGBDHF&lid=LSTCOMHJJ2HJZYGBDHFLGYWOU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_901&otracker=search&fm=organic&iid=en_WYdhXjxZ6XvM1TsbgVfyDn2KvgETzBt8HO6nq9eHSxI1YRRdDAzvXRNZFlbMei7Hp4qDCMKgPoRmiYWfkZWer6vYKxTO0Nfe7GED-emzng7hFZR3Wu5QfDZfnm0Mkj68&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareMSI Venture A16 AI+ AMD Ryzen 7 Octa Core - (16 GB/1 TB SSD/Windows 11 Home) Venture A16 AI+ A3HMG-037...AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home & Student�20212 Year On-Site Warranty₹1,20,990₹1,29,9906% offBank Offer",Add,"₹1,20,990",Not Available,6% off,Not Available,Not Available,AMD Ryzen 7 Octa,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,40.64 cm (16 Inch),Not Available,In Stock,https://www.flipkart.com/msi-venture-a16-ai-amd-ryzen-7-octa-core-16-gb-1-tb-ssd-windows-11-home-a3hmg-037in-laptop/p/itm323005880de04?pid=COMHCRGWEWQWYFDV&lid=LSTCOMHCRGWEWQWYFDVIGE5DE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_902&otracker=search&fm=organic&iid=en_WYdhXjxZ6XvM1TsbgVfyDn2KvgETzBt8HO6nq9eHSxKAlQnLnhEVZQUzB_0ZsT5MJLkA5Ueppi4MHPWA84GTib9rYy9S-WinMob52q4QdIThFZR3Wu5QfDZfnm0Mkj68&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareWarnerCann Hi5 pro Plus Intel Core i5 12th Gen 12600H - (16 GB + 32 GB Optane/256 GB SSD/Windows 11 Pr...Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayWindows 11 ProDOMESTIC₹43,686₹59,00025% offBank Offer",Add,"₹43,686",Not Available,25% off,Not Available,Not Available,Intel Core i5,16 GB DDR4 RAM,256 GB SSD,Not Available,Not Available,35.56 cm (14 inch),Not Available,In Stock,https://www.flipkart.com/warnercann-hi5-pro-plus-intel-core-i5-12th-gen-12600h-16-gb-32-optane-256-ssd-windows-11-pro-laptop-business/p/itm434a5398ac08c?pid=COMHMSKZVM3Z4EYW&lid=LSTCOMHMSKZVM3Z4EYWWXYRXF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_903&otracker=search&fm=organic&iid=e4b52cbd-6622-4f0c-9387-4cf4daf9d221.COMHMSKZVM3Z4EYW.SEARCH&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareASUS X1504ZA Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ322WS Thin and...4.37,163 Ratings&524 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS OFFICE1 YEAR INTERNATIONAL₹55,980₹59,9996% offBank Offer",Add,"₹55,980",Not Available,6% off,Not Available,"7,163 Ratings",Intel Core i3,8 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/asus-x1504za-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj322ws-thin-light-laptop/p/itm200184e4e0443?pid=COMGT2RFWFYDGZJQ&lid=LSTCOMGT2RFWFYDGZJQ8ETKUF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_904&otracker=search&fm=organic&iid=e4b52cbd-6622-4f0c-9387-4cf4daf9d221.COMGT2RFWFYDGZJQ.SEARCH&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ342WS Thi...4.37,163 Ratings&524 ReviewsIntel Core i3 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹65,938₹68,9904% offBank Offer",Add,"₹65,938",Not Available,4% off,Not Available,"7,163 Ratings",Intel Core i3,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj342ws-thin-light-laptop/p/itm200184e4e0443?pid=COMH3BKW6EQAZAWC&lid=LSTCOMH3BKW6EQAZAWCOESU9O&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_905&otracker=search&fm=organic&iid=e4b52cbd-6622-4f0c-9387-4cf4daf9d221.COMH3BKW6EQAZAWC.SEARCH&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareHP Pavilion Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light...4.1307 Ratings&26 ReviewsIntel Core i7 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty₹95,999₹99,9994% offBank Offer",Add,"₹95,999",Not Available,4% off,Not Available,307 Ratings,Intel Core i7,16 GB DDR4 RAM,1 TB SSD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/hp-pavilion-intel-core-i7-12th-gen-1255u-16-gb-1-tb-ssd-windows-11-home-14-dv2015tu-thin-light-laptop/p/itmc7b74eb323f11?pid=COMGEG3ZZGWA8XE2&lid=LSTCOMGEG3ZZGWA8XE2YABB8D&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_906&otracker=search&fm=organic&iid=e4b52cbd-6622-4f0c-9387-4cf4daf9d221.COMGEG3ZZGWA8XE2.SEARCH&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareASUS TUF Gaming A16 (2026) with Office 2024 + M365 Basic AMD Ryzen 7 260 - (16 GB/1 TB SSD/Windows 11 ...4.749 Ratings&10 ReviewsAMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 30 days free trial1 Year Onsite Service₹1,39,990₹2,98,99053% offLowest price since launchUpto₹42,600Off on Exchange",Add,"₹1,39,990","₹42,600",53% off,Not Available,49 Ratings,M3,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,40.64 cm (16 inch),Not Available,In Stock,https://www.flipkart.com/asus-tuf-gaming-a16-2026-office-2024-m365-basic-amd-ryzen-7-260-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-165-hz-fa608uh-rv112ws-laptop/p/itma83335dd66da5?pid=COMHMARKAYGY6HVV&lid=LSTCOMHMARKAYGY6HVVY9ZSNO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_907&otracker=search&fm=organic&iid=en_WYdhXjxZ6XvM1TsbgVfyDn2KvgETzBt8HO6nq9eHSxJJ0mqArubIfIW_ou05acfkPIJ4EO2_H_mAJJfCuDFPVgWL6QWEOpdz9EolXCvyEB7hFZR3Wu5QfDZfnm0Mkj68&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Gaming,laptop
"Add to CompareLenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG LaptopIntel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1 Year Onsite Service₹1,15,999₹1,20,9904% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹1,15,999","₹42,600",4% off,Not Available,Not Available,Not Available,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,40.64 cm (16 inch),Not Available,In Stock,https://www.flipkart.com/lenovo-ultra-5-225u-intel-core-16-gb-1-tb-ssd-windows-11-home-21ska0ftig-laptop/p/itmb069abad9f7f6?pid=COMHNNHG5N32TYQF&lid=LSTCOMHNNHG5N32TYQFQ8NUWH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_908&otracker=search&fm=organic&iid=en_WYdhXjxZ6XvM1TsbgVfyDn2KvgETzBt8HO6nq9eHSxJUuFUwBvUeh3FSIOHcSYcLGiXcMx3g9EvtimWCOkhp0swWDjoZMcV7WPoPkRDXZUzhFZR3Wu5QfDZfnm0Mkj68&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Currently unavailableAdd to CompareLenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...4.41,115 Ratings&101 ReviewsAMD Ryzen 5 Quad Core Processor24 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1Yr Warranty and 1 Yr Accidental Damage Protection₹77,990₹99,99022% offBank Offer",Currently,"₹77,990",Not Available,22% off,Not Available,"1,115 Ratings",AMD Ryzen 5 Quad,24 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/lenovo-loq-amd-ryzen-5-quad-core-7235hs-24-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-95-w-15arp9-gaming-laptop/p/itmd3fbbdced2d6b?pid=COMHFYZ3FDVNVJU7&lid=LSTCOMHFYZ3FDVNVJU747FFKB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_909&otracker=search&fm=organic&iid=e4b52cbd-6622-4f0c-9387-4cf4daf9d221.COMHFYZ3FDVNVJU7.SEARCH&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
"Add to CompareASUS VivoBook 14 Intel Core i5 10th Gen 10210U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X412FA-EK5...4.42,110 Ratings&251 ReviewsIntel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD35.56 cm (14 Inch) DisplayAsus Splendid, Tru2Life1 Year Onsite Warranty₹59,876₹65,4328% offBank Offer",Add,"₹59,876",Not Available,8% off,Not Available,"2,110 Ratings",Intel Core i5,8 GB DDR4 RAM,1 TB HDD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-14-intel-core-i5-10th-gen-10210u-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-x412fa-ek513t-thin-light-laptop/p/itm1b2ae4b1d76e5?pid=COMFQV98UWPSPEN6&lid=LSTCOMFQV98UWPSPEN6K2REEN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_38_910&otracker=search&fm=organic&iid=e4b52cbd-6622-4f0c-9387-4cf4daf9d221.COMFQV98UWPSPEN6.SEARCH&ppt=None&ppn=None&ssid=lmw0zsh91c0000001788765667734&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal,laptop
